P,L2-NORM,C_in,C_SR,y,point_type,system_id
0.15168069346,20.815286772,0.18771800571,20.810406569,0.40976065228,,P1
0.15245272226,20.76530206,0.18790025659,20.760413514,0.4095044382,,P1
0.15322574639,20.715317414,0.18808227808,20.710420469,0.40924880475,,P1
0.15399980542,20.665332834,0.18826408071,20.660427438,0.40899373848,,P1
0.15477493881,20.615348323,0.18844567489,20.610434419,0.40873922614,,P1
0.15555118592,20.56536388,0.1886270709,20.560441414,0.40848525469,,P1
0.15632858605,20.515379507,0.18880827893,20.510448424,0.40823181127,,P1
0.1571071784,20.465395205,0.18898930901,20.460455449,0.40797888322,,P1
0.15788700216,20.415410975,0.1891701711,20.41046249,0.40772645808,,P1
0.15866809644,20.365426817,0.18935087503,20.360469548,0.40747452353,,P1
0.15945050037,20.315442733,0.18953143055,20.310476623,0.40722306747,,P1
0.16023425302,20.265458724,0.18971184729,20.260483717,0.40697207793,,P1
0.1610193935,20.21547479,0.1898921348,20.210490829,0.40672154311,,P1
0.1618059609,20.165490933,0.19007230254,20.160497962,0.4064714514,,P1
0.16259399437,20.115507154,0.19025235989,20.110505115,0.40622179129,,P1
0.16338353308,20.065523454,0.19043231614,20.060512289,0.40597255145,,P1
0.16417461622,20.015539833,0.19061218051,20.010519485,0.4057237207,,P1
0.1649672831,19.965556293,0.19079196213,19.960526704,0.40547528798,,P1
0.16576157305,19.915572835,0.19097167009,19.910533947,0.40522724238,,P1
0.1665575255,19.86558946,0.19115131337,19.860541214,0.40497957311,,P1
0.16735517999,19.815606169,0.19133090093,19.810548506,0.40473226951,,P1
0.16815457615,19.765622963,0.19151044164,19.760555824,0.40448532105,,P1
0.16895575371,19.715639843,0.19168994431,19.710563169,0.40423871731,,P1
0.16975875257,19.66565681,0.19186941771,19.660570541,0.403992448,,P1
0.17056361272,19.615673866,0.19204887056,19.610577942,0.40374650292,,P1
0.17137037433,19.565691011,0.19222831151,19.560585371,0.40350087201,,P1
0.17217907773,19.515708247,0.19240774918,19.51059283,0.40325554529,,P1
0.1729897634,19.465725574,0.19258719215,19.46060032,0.40301051289,,P1
0.17380247201,19.415742995,0.19276664893,19.410607842,0.40276576505,,P1
0.17461724442,19.365760509,0.19294612803,19.360615396,0.4025212921,,P1
0.17543412169,19.315778119,0.1931256379,19.310622983,0.40227708447,,P1
0.1762531451,19.265795826,0.19330518695,19.260630604,0.40203313266,,P1
0.17707435614,19.21581363,0.19348478359,19.21063826,0.40178942728,,P1
0.17789779654,19.165831533,0.19366443616,19.160645951,0.40154595902,,P1
0.17872350825,19.115849536,0.19384415301,19.11065368,0.40130271865,,P1
0.17955153351,19.065867641,0.19402394245,19.060661445,0.40105969704,,P1
0.18038191479,19.015885848,0.19420381275,19.010669249,0.40081688511,,P1
0.18121469485,18.96590416,0.1943837722,18.960677092,0.40057427386,,P1
0.18204991673,18.915922577,0.19456382904,18.910684976,0.40033185439,,P1
0.18288762377,18.8659411,0.19474399151,18.8606929,0.40008961785,,P1
0.18372785959,18.815959732,0.19492426783,18.810700867,0.39984755546,,P1
0.18457066814,18.765978473,0.19510466621,18.760708876,0.39960565851,,P1
0.18541609371,18.715997325,0.19528519485,18.710716929,0.39936391835,,P1
0.18626418091,18.666016289,0.19546586195,18.660725028,0.39912232642,,P1
0.18711497468,18.616035366,0.1956466757,18.610733172,0.39888087419,,P1
0.18796852035,18.566054559,0.19582764428,18.560741363,0.39863955319,,P1
0.1888248636,18.516073868,0.19600877589,18.510749601,0.39839835504,,P1
0.18968405047,18.466093295,0.1961900787,18.460757889,0.39815727137,,P1
0.19054612743,18.416112842,0.19637156092,18.410766226,0.3979162939,,P1
0.19141114132,18.366132509,0.19655323072,18.360774615,0.39767541439,,P1
0.19227913939,18.3161523,0.19673509633,18.310783055,0.39743462466,,P1
0.19315016932,18.266172214,0.19691716593,18.260791548,0.39719391654,,P1
0.19402427924,18.216192254,0.19709944777,18.210800096,0.39695328197,,P1
0.1949015177,18.166212422,0.19728195006,18.160808699,0.39671271288,,P1
0.19578193371,18.116232718,0.19746468106,18.110817358,0.39647220127,,P1
0.19666557676,18.066253145,0.19764764903,18.060826075,0.39623173919,,P1
0.19755249681,18.016273705,0.19783086226,18.010834851,0.39599131871,,P1
0.19844274431,17.966294398,0.19801432904,17.960843686,0.39575093195,,P1
0.19933637022,17.916315228,0.1981980577,17.910852583,0.39551057108,,P1
0.20023342603,17.866336195,0.19838205659,17.860861542,0.39527022829,,P1
0.20113396372,17.816357301,0.19856633407,17.810870565,0.3950298958,,P1
0.20203803585,17.766378549,0.19875089856,17.760879652,0.39478956589,,P1
0.20294569552,17.716399939,0.19893575847,17.710888805,0.39454923086,,P1
0.20385699638,17.666421475,0.19912092226,17.660898026,0.39430888303,,P1
0.20477199268,17.616443158,0.19930639844,17.610907316,0.39406851477,,P1
0.20569073927,17.566464989,0.19949219553,17.560916676,0.39382811847,,P1
0.20661329158,17.516486972,0.19967832208,17.510926107,0.39358768655,,P1
0.20753970568,17.466509107,0.19986478671,17.460935611,0.39334721145,,P1
0.20847003828,17.416531397,0.20005159805,17.41094519,0.39310668565,,P1
0.20940434672,17.366553844,0.2002387648,17.360954844,0.39286610164,,P1
0.21034268902,17.316576451,0.20042629567,17.310964575,0.39262545195,,P1
0.21128512387,17.266599219,0.20061419944,17.260974386,0.39238472911,,P1
0.21223171065,17.21662215,0.20080248494,17.210984276,0.39214392571,,P1
0.21318250945,17.166645247,0.20099116103,17.160994248,0.39190303431,,P1
0.2141375811,17.116668512,0.20118023664,17.111004304,0.39166204753,,P1
0.21509698715,17.066691947,0.20136972074,17.061014445,0.39142095799,,P1
