BR,PT,TY,LAB,V,L2-NORM,C_in,C_SR,U(3),U(4),stability,system_id
1,2203,,0,-4.89114E+01,2.78333E+01,1.88124E-01,2.78327E+01,0.00000E+00,0.00000E+00,4,P1
1,2303,,0,-4.88614E+01,2.78336E+01,1.88239E-01,2.78330E+01,0.00000E+00,0.00000E+00,4,P1
1,2403,,0,-4.88114E+01,2.78338E+01,1.88354E-01,2.78332E+01,0.00000E+00,0.00000E+00,4,P1
1,2503,,0,-4.87614E+01,2.78340E+01,1.88468E-01,2.78334E+01,0.00000E+00,0.00000E+00,4,P1
1,2603,,0,-4.87114E+01,2.78342E+01,1.88582E-01,2.78336E+01,0.00000E+00,0.00000E+00,4,P1
1,2703,,0,-4.86614E+01,2.78344E+01,1.88696E-01,2.78338E+01,0.00000E+00,0.00000E+00,4,P1
1,2803,,0,-4.86114E+01,2.78346E+01,1.88810E-01,2.78340E+01,0.00000E+00,0.00000E+00,4,P1
1,2903,,0,-4.85614E+01,2.78348E+01,1.88923E-01,2.78342E+01,0.00000E+00,0.00000E+00,4,P1
1,3003,,0,-4.85114E+01,2.78350E+01,1.89037E-01,2.78343E+01,0.00000E+00,0.00000E+00,4,P1
1,3103,,0,-4.84614E+01,2.78351E+01,1.89150E-01,2.78345E+01,0.00000E+00,0.00000E+00,4,P1
1,3203,,0,-4.84114E+01,2.78353E+01,1.89263E-01,2.78346E+01,0.00000E+00,0.00000E+00,4,P1
1,3303,,0,-4.83614E+01,2.78354E+01,1.89375E-01,2.78347E+01,0.00000E+00,0.00000E+00,4,P1
1,3403,,0,-4.83114E+01,2.78355E+01,1.89488E-01,2.78349E+01,0.00000E+00,0.00000E+00,4,P1
1,3503,,0,-4.82614E+01,2.78356E+01,1.89600E-01,2.78350E+01,0.00000E+00,0.00000E+00,4,P1
1,3603,,0,-4.82114E+01,2.78357E+01,1.89713E-01,2.78351E+01,0.00000E+00,0.00000E+00,4,P1
1,3703,,0,-4.81614E+01,2.78358E+01,1.89825E-01,2.78352E+01,0.00000E+00,0.00000E+00,4,P1
1,3803,,0,-4.81114E+01,2.78359E+01,1.89936E-01,2.78353E+01,0.00000E+00,0.00000E+00,4,P1
1,3903,,0,-4.80614E+01,2.78360E+01,1.90048E-01,2.78353E+01,0.00000E+00,0.00000E+00,4,P1
1,4003,,0,-4.80114E+01,2.78360E+01,1.90159E-01,2.78354E+01,0.00000E+00,0.00000E+00,4,P1
1,4103,,0,-4.79614E+01,2.78361E+01,1.90270E-01,2.78355E+01,0.00000E+00,0.00000E+00,4,P1
1,4203,,0,-4.79114E+01,2.78361E+01,1.90381E-01,2.78355E+01,0.00000E+00,0.00000E+00,4,P1
1,4303,,0,-4.78614E+01,2.78362E+01,1.90492E-01,2.78355E+01,0.00000E+00,0.00000E+00,4,P1
1,4403,,0,-4.78114E+01,2.78362E+01,1.90603E-01,2.78356E+01,0.00000E+00,0.00000E+00,4,P1
1,4503,,0,-4.77614E+01,2.78362E+01,1.90713E-01,2.78356E+01,0.00000E+00,0.00000E+00,4,P1
1,4603,,0,-4.77114E+01,2.78362E+01,1.90823E-01,2.78356E+01,0.00000E+00,0.00000E+00,4,P1
1,4703,,0,-4.76614E+01,2.78362E+01,1.90933E-01,2.78356E+01,0.00000E+00,0.00000E+00,4,P1
1,4803,,0,-4.76114E+01,2.78362E+01,1.91043E-01,2.78356E+01,0.00000E+00,0.00000E+00,4,P1
1,4903,,0,-4.75614E+01,2.78362E+01,1.91152E-01,2.78355E+01,0.00000E+00,0.00000E+00,4,P1
1,5003,,0,-4.75114E+01,2.78362E+01,1.91261E-01,2.78355E+01,0.00000E+00,0.00000E+00,4,P1
1,5103,,0,-4.74614E+01,2.78361E+01,1.91370E-01,2.78355E+01,0.00000E+00,0.00000E+00,4,P1
1,5203,,0,-4.74114E+01,2.78361E+01,1.91479E-01,2.78354E+01,0.00000E+00,0.00000E+00,4,P1
1,5303,,0,-4.73614E+01,2.78360E+01,1.91588E-01,2.78354E+01,0.00000E+00,0.00000E+00,4,P1
1,5403,,0,-4.73114E+01,2.78360E+01,1.91696E-01,2.78353E+01,0.00000E+00,0.00000E+00,4,P1
1,5503,,0,-4.72614E+01,2.78359E+01,1.91804E-01,2.78352E+01,0.00000E+00,0.00000E+00,4,P1
1,5603,,0,-4.72114E+01,2.78358E+01,1.91912E-01,2.78352E+01,0.00000E+00,0.00000E+00,4,P1
1,5703,,0,-4.71614E+01,2.78357E+01,1.92020E-01,2.78351E+01,0.00000E+00,0.00000E+00,4,P1
1,5803,,0,-4.71114E+01,2.78356E+01,1.92127E-01,2.78350E+01,0.00000E+00,0.00000E+00,4,P1
1,5903,,0,-4.70614E+01,2.78355E+01,1.92234E-01,2.78349E+01,0.00000E+00,0.00000E+00,3,P1
1,6003,,0,-4.70114E+01,2.78354E+01,1.92341E-01,2.78348E+01,0.00000E+00,0.00000E+00,3,P1
1,6103,,0,-4.69614E+01,2.78353E+01,1.92448E-01,2.78346E+01,0.00000E+00,0.00000E+00,3,P1
1,6203,,0,-4.69114E+01,2.78352E+01,1.92555E-01,2.78345E+01,0.00000E+00,0.00000E+00,3,P1
1,6303,,0,-4.68614E+01,2.78350E+01,1.92661E-01,2.78344E+01,0.00000E+00,0.00000E+00,3,P1
1,6403,,0,-4.68114E+01,2.78349E+01,1.92767E-01,2.78342E+01,0.00000E+00,0.00000E+00,3,P1
1,6503,,0,-4.67614E+01,2.78347E+01,1.92873E-01,2.78341E+01,0.00000E+00,0.00000E+00,3,P1
1,6603,,0,-4.67114E+01,2.78346E+01,1.92978E-01,2.78339E+01,0.00000E+00,0.00000E+00,3,P1
1,6703,,0,-4.66614E+01,2.78344E+01,1.93084E-01,2.78338E+01,0.00000E+00,0.00000E+00,3,P1
1,6803,,0,-4.66114E+01,2.78342E+01,1.93189E-01,2.78336E+01,0.00000E+00,0.00000E+00,3,P1
1,6903,,0,-4.65614E+01,2.78341E+01,1.93294E-01,2.78334E+01,0.00000E+00,0.00000E+00,3,P1
1,7003,,0,-4.65114E+01,2.78339E+01,1.93398E-01,2.78332E+01,0.00000E+00,0.00000E+00,3,P1
1,7103,,0,-4.64614E+01,2.78337E+01,1.93503E-01,2.78330E+01,0.00000E+00,0.00000E+00,3,P1
1,7203,,0,-4.64114E+01,2.78335E+01,1.93607E-01,2.78328E+01,0.00000E+00,0.00000E+00,3,P1
1,7303,,0,-4.63614E+01,2.78333E+01,1.93711E-01,2.78326E+01,0.00000E+00,0.00000E+00,3,P1
1,7403,,0,-4.63114E+01,2.78330E+01,1.93814E-01,2.78324E+01,0.00000E+00,0.00000E+00,3,P1
1,7503,,0,-4.62614E+01,2.78328E+01,1.93918E-01,2.78321E+01,0.00000E+00,0.00000E+00,3,P1
1,7603,,0,-4.62114E+01,2.78326E+01,1.94021E-01,2.78319E+01,0.00000E+00,0.00000E+00,3,P1
1,7703,,0,-4.61614E+01,2.78324E+01,1.94124E-01,2.78317E+01,0.00000E+00,0.00000E+00,3,P1
1,7803,,0,-4.61114E+01,2.78321E+01,1.94226E-01,2.78314E+01,0.00000E+00,0.00000E+00,3,P1
1,7903,,0,-4.60614E+01,2.78319E+01,1.94329E-01,2.78312E+01,0.00000E+00,0.00000E+00,3,P1
1,8003,,0,-4.60114E+01,2.78316E+01,1.94431E-01,2.78309E+01,0.00000E+00,0.00000E+00,3,P1
1,8103,,0,-4.59614E+01,2.78313E+01,1.94533E-01,2.78307E+01,0.00000E+00,0.00000E+00,3,P1
1,8203,,0,-4.59114E+01,2.78311E+01,1.94635E-01,2.78304E+01,0.00000E+00,0.00000E+00,3,P1
1,8303,,0,-4.58614E+01,2.78308E+01,1.94736E-01,2.78301E+01,0.00000E+00,0.00000E+00,3,P1
1,8403,,0,-4.58114E+01,2.78305E+01,1.94837E-01,2.78298E+01,0.00000E+00,0.00000E+00,3,P1
1,8503,,0,-4.57614E+01,2.78302E+01,1.94938E-01,2.78295E+01,0.00000E+00,0.00000E+00,3,P1
1,8603,,0,-4.57114E+01,2.78299E+01,1.95039E-01,2.78292E+01,0.00000E+00,0.00000E+00,3,P1
1,8703,,0,-4.56614E+01,2.78296E+01,1.95139E-01,2.78289E+01,0.00000E+00,0.00000E+00,3,P1
1,8803,,0,-4.56114E+01,2.78293E+01,1.95239E-01,2.78286E+01,0.00000E+00,0.00000E+00,3,P1
1,8903,,0,-4.55614E+01,2.78290E+01,1.95339E-01,2.78283E+01,0.00000E+00,0.00000E+00,3,P1
1,9003,,0,-4.55114E+01,2.78287E+01,1.95439E-01,2.78280E+01,0.00000E+00,0.00000E+00,3,P1
1,9103,,0,-4.54614E+01,2.78283E+01,1.95538E-01,2.78277E+01,0.00000E+00,0.00000E+00,3,P1
1,9203,,0,-4.54114E+01,2.78280E+01,1.95637E-01,2.78273E+01,0.00000E+00,0.00000E+00,3,P1
1,9303,,0,-4.53614E+01,2.78277E+01,1.95736E-01,2.78270E+01,0.00000E+00,0.00000E+00,3,P1
1,9403,,0,-4.53114E+01,2.78273E+01,1.95834E-01,2.78266E+01,0.00000E+00,0.00000E+00,3,P1
1,9503,,0,-4.52614E+01,2.78270E+01,1.95933E-01,2.78263E+01,0.00000E+00,0.00000E+00,3,P1
1,9603,,0,-4.52114E+01,2.78266E+01,1.96031E-01,2.78259E+01,0.00000E+00,0.00000E+00,3,P1
1,9703,,0,-4.51614E+01,2.78263E+01,1.96128E-01,2.78256E+01,0.00000E+00,0.00000E+00,3,P1
1,9803,,0,-4.51114E+01,2.78259E+01,1.96226E-01,2.78252E+01,0.00000E+00,0.00000E+00,3,P1
1,9903,,0,-4.50614E+01,2.78255E+01,1.96323E-01,2.78248E+01,0.00000E+00,0.00000E+00,3,P1
1,4,,0,-4.50114E+01,2.78252E+01,1.96420E-01,2.78245E+01,0.00000E+00,0.00000E+00,3,P1
1,104,,0,-4.49614E+01,2.78248E+01,1.96517E-01,2.78241E+01,0.00000E+00,0.00000E+00,3,P1
1,204,,0,-4.49114E+01,2.78244E+01,1.96613E-01,2.78237E+01,0.00000E+00,0.00000E+00,3,P1
1,304,,0,-4.48614E+01,2.78240E+01,1.96709E-01,2.78233E+01,0.00000E+00,0.00000E+00,3,P1
1,404,,0,-4.48114E+01,2.78236E+01,1.96805E-01,2.78229E+01,0.00000E+00,0.00000E+00,3,P1
1,504,,0,-4.47614E+01,2.78232E+01,1.96901E-01,2.78225E+01,0.00000E+00,0.00000E+00,3,P1
1,604,,0,-4.47114E+01,2.78228E+01,1.96996E-01,2.78221E+01,0.00000E+00,0.00000E+00,3,P1
1,704,,0,-4.46614E+01,2.78224E+01,1.97091E-01,2.78217E+01,0.00000E+00,0.00000E+00,3,P1
1,804,,0,-4.46114E+01,2.78220E+01,1.97186E-01,2.78213E+01,0.00000E+00,0.00000E+00,3,P1
1,904,,0,-4.45614E+01,2.78216E+01,1.97280E-01,2.78209E+01,0.00000E+00,0.00000E+00,3,P1
1,1004,,0,-4.45114E+01,2.78211E+01,1.97374E-01,2.78204E+01,0.00000E+00,0.00000E+00,3,P1
1,1104,,0,-4.44614E+01,2.78207E+01,1.97468E-01,2.78200E+01,0.00000E+00,0.00000E+00,3,P1
1,1204,,0,-4.44114E+01,2.78203E+01,1.97562E-01,2.78196E+01,0.00000E+00,0.00000E+00,3,P1
1,1304,,0,-4.43614E+01,2.78198E+01,1.97655E-01,2.78191E+01,0.00000E+00,0.00000E+00,3,P1
1,1404,,0,-4.43114E+01,2.78194E+01,1.97748E-01,2.78187E+01,0.00000E+00,0.00000E+00,3,P1
1,1504,,0,-4.42614E+01,2.78190E+01,1.97841E-01,2.78182E+01,0.00000E+00,0.00000E+00,3,P1
1,1604,,0,-4.42114E+01,2.78185E+01,1.97934E-01,2.78178E+01,0.00000E+00,0.00000E+00,3,P1
1,1704,,0,-4.41614E+01,2.78181E+01,1.98026E-01,2.78173E+01,0.00000E+00,0.00000E+00,3,P1
1,1804,,0,-4.41114E+01,2.78176E+01,1.98118E-01,2.78169E+01,0.00000E+00,0.00000E+00,3,P1
1,1904,,0,-4.40615E+01,2.78171E+01,1.98210E-01,2.78164E+01,0.00000E+00,0.00000E+00,3,P1
1,2004,,0,-4.40115E+01,2.78167E+01,1.98301E-01,2.78160E+01,0.00000E+00,0.00000E+00,3,P1
1,2104,,0,-4.39615E+01,2.78162E+01,1.98392E-01,2.78155E+01,0.00000E+00,0.00000E+00,3,P1
1,2204,,0,-4.39115E+01,2.78157E+01,1.98483E-01,2.78150E+01,0.00000E+00,0.00000E+00,3,P1
1,2304,,0,-4.38615E+01,2.78153E+01,1.98573E-01,2.78145E+01,0.00000E+00,0.00000E+00,3,P1
1,2404,,0,-4.38115E+01,2.78148E+01,1.98663E-01,2.78141E+01,0.00000E+00,0.00000E+00,3,P1
1,2504,,0,-4.37615E+01,2.78143E+01,1.98753E-01,2.78136E+01,0.00000E+00,0.00000E+00,3,P1
1,2604,,0,-4.37115E+01,2.78138E+01,1.98843E-01,2.78131E+01,0.00000E+00,0.00000E+00,3,P1
1,2704,,0,-4.36615E+01,2.78133E+01,1.98932E-01,2.78126E+01,0.00000E+00,0.00000E+00,3,P1
1,2804,,0,-4.36115E+01,2.78128E+01,1.99021E-01,2.78121E+01,0.00000E+00,0.00000E+00,3,P1
1,2904,,0,-4.35615E+01,2.78123E+01,1.99110E-01,2.78116E+01,0.00000E+00,0.00000E+00,3,P1
1,3004,,0,-4.35115E+01,2.78118E+01,1.99199E-01,2.78111E+01,0.00000E+00,0.00000E+00,3,P1
1,3104,,0,-4.34615E+01,2.78113E+01,1.99287E-01,2.78106E+01,0.00000E+00,0.00000E+00,3,P1
1,3204,,0,-4.34115E+01,2.78108E+01,1.99375E-01,2.78101E+01,0.00000E+00,0.00000E+00,3,P1
1,3304,,0,-4.33615E+01,2.78103E+01,1.99462E-01,2.78096E+01,0.00000E+00,0.00000E+00,3,P1
1,3404,,0,-4.33115E+01,2.78098E+01,1.99550E-01,2.78091E+01,0.00000E+00,0.00000E+00,3,P1
1,3504,,0,-4.32615E+01,2.78093E+01,1.99637E-01,2.78086E+01,0.00000E+00,0.00000E+00,3,P1
1,3604,,0,-4.32115E+01,2.78088E+01,1.99723E-01,2.78081E+01,0.00000E+00,0.00000E+00,3,P1
1,3704,,0,-4.31615E+01,2.78083E+01,1.99810E-01,2.78075E+01,0.00000E+00,0.00000E+00,3,P1
1,3804,,0,-4.31115E+01,2.78077E+01,1.99896E-01,2.78070E+01,0.00000E+00,0.00000E+00,3,P1
1,3904,,0,-4.30615E+01,2.78072E+01,1.99982E-01,2.78065E+01,0.00000E+00,0.00000E+00,3,P1
1,4004,,0,-4.30115E+01,2.78067E+01,2.00067E-01,2.78060E+01,0.00000E+00,0.00000E+00,3,P1
1,4104,,0,-4.29615E+01,2.78062E+01,2.00152E-01,2.78054E+01,0.00000E+00,0.00000E+00,3,P1
1,4204,,0,-4.29115E+01,2.78056E+01,2.00237E-01,2.78049E+01,0.00000E+00,0.00000E+00,3,P1
1,4304,,0,-4.28615E+01,2.78051E+01,2.00322E-01,2.78044E+01,0.00000E+00,0.00000E+00,3,P1
1,4404,,0,-4.28115E+01,2.78046E+01,2.00406E-01,2.78038E+01,0.00000E+00,0.00000E+00,3,P1
1,4504,,0,-4.27615E+01,2.78040E+01,2.00490E-01,2.78033E+01,0.00000E+00,0.00000E+00,3,P1
1,4604,,0,-4.27115E+01,2.78035E+01,2.00574E-01,2.78027E+01,0.00000E+00,0.00000E+00,3,P1
1,4704,,0,-4.26615E+01,2.78029E+01,2.00657E-01,2.78022E+01,0.00000E+00,0.00000E+00,3,P1
1,4804,,0,-4.26115E+01,2.78024E+01,2.00741E-01,2.78017E+01,0.00000E+00,0.00000E+00,3,P1
1,4845,HB,2,-4.25914E+01,2.78022E+01,2.00774E-01,2.78014E+01,0.00000E+00,0.00000E+00,4,P1
1,4904,,0,-4.25619E+01,2.78018E+01,2.00823E-01,2.78011E+01,0.00000E+00,0.00000E+00,1,P1
1,5004,,0,-4.25119E+01,2.78013E+01,2.00905E-01,2.78006E+01,0.00000E+00,0.00000E+00,1,P1
1,5104,,0,-4.24619E+01,2.78007E+01,2.00987E-01,2.78000E+01,0.00000E+00,0.00000E+00,1,P1
1,5204,,0,-4.24119E+01,2.78002E+01,2.01069E-01,2.77995E+01,0.00000E+00,0.00000E+00,1,P1
1,5304,,0,-4.23619E+01,2.77996E+01,2.01151E-01,2.77989E+01,0.00000E+00,0.00000E+00,1,P1
1,5404,,0,-4.23119E+01,2.77991E+01,2.01232E-01,2.77983E+01,0.00000E+00,0.00000E+00,1,P1
1,5504,,0,-4.22619E+01,2.77985E+01,2.01313E-01,2.77978E+01,0.00000E+00,0.00000E+00,1,P1
1,5604,,0,-4.22119E+01,2.77980E+01,2.01394E-01,2.77972E+01,0.00000E+00,0.00000E+00,1,P1
1,5704,,0,-4.21620E+01,2.77974E+01,2.01474E-01,2.77967E+01,0.00000E+00,0.00000E+00,1,P1
1,5804,,0,-4.21120E+01,2.77968E+01,2.01554E-01,2.77961E+01,0.00000E+00,0.00000E+00,1,P1
1,5904,,0,-4.20620E+01,2.77963E+01,2.01634E-01,2.77955E+01,0.00000E+00,0.00000E+00,1,P1
1,6004,,0,-4.20120E+01,2.77957E+01,2.01713E-01,2.77950E+01,0.00000E+00,0.00000E+00,1,P1
1,6104,,0,-4.19620E+01,2.77951E+01,2.01792E-01,2.77944E+01,0.00000E+00,0.00000E+00,1,P1
1,6204,,0,-4.19120E+01,2.77946E+01,2.01871E-01,2.77938E+01,0.00000E+00,0.00000E+00,1,P1
1,6304,,0,-4.18620E+01,2.77940E+01,2.01950E-01,2.77933E+01,0.00000E+00,0.00000E+00,1,P1
1,6404,,0,-4.18120E+01,2.77934E+01,2.02028E-01,2.77927E+01,0.00000E+00,0.00000E+00,1,P1
1,6504,,0,-4.17620E+01,2.77928E+01,2.02106E-01,2.77921E+01,0.00000E+00,0.00000E+00,1,P1
1,6604,,0,-4.17120E+01,2.77923E+01,2.02183E-01,2.77915E+01,0.00000E+00,0.00000E+00,1,P1
1,6704,,0,-4.16620E+01,2.77917E+01,2.02261E-01,2.77910E+01,0.00000E+00,0.00000E+00,1,P1
1,6804,,0,-4.16120E+01,2.77911E+01,2.02337E-01,2.77904E+01,0.00000E+00,0.00000E+00,1,P1
1,6904,,0,-4.15620E+01,2.77905E+01,2.02414E-01,2.77898E+01,0.00000E+00,0.00000E+00,1,P1
1,7004,,0,-4.15120E+01,2.77900E+01,2.02490E-01,2.77892E+01,0.00000E+00,0.00000E+00,1,P1
1,7104,,0,-4.14620E+01,2.77894E+01,2.02566E-01,2.77886E+01,0.00000E+00,0.00000E+00,1,P1
1,7204,,0,-4.14120E+01,2.77888E+01,2.02642E-01,2.77881E+01,0.00000E+00,0.00000E+00,1,P1
1,7304,,0,-4.13620E+01,2.77882E+01,2.02717E-01,2.77875E+01,0.00000E+00,0.00000E+00,1,P1
1,7404,,0,-4.13120E+01,2.77876E+01,2.02793E-01,2.77869E+01,0.00000E+00,0.00000E+00,1,P1
1,7504,,0,-4.12620E+01,2.77871E+01,2.02867E-01,2.77863E+01,0.00000E+00,0.00000E+00,1,P1
1,7604,,0,-4.12120E+01,2.77865E+01,2.02942E-01,2.77857E+01,0.00000E+00,0.00000E+00,1,P1
1,7704,,0,-4.11620E+01,2.77859E+01,2.03016E-01,2.77852E+01,0.00000E+00,0.00000E+00,1,P1
1,7804,,0,-4.11120E+01,2.77853E+01,2.03090E-01,2.77846E+01,0.00000E+00,0.00000E+00,1,P1
1,7904,,0,-4.10620E+01,2.77847E+01,2.03163E-01,2.77840E+01,0.00000E+00,0.00000E+00,1,P1
1,8004,,0,-4.10120E+01,2.77841E+01,2.03236E-01,2.77834E+01,0.00000E+00,0.00000E+00,1,P1
1,8104,,0,-4.09620E+01,2.77836E+01,2.03309E-01,2.77828E+01,0.00000E+00,0.00000E+00,1,P1
1,8204,,0,-4.09120E+01,2.77830E+01,2.03382E-01,2.77822E+01,0.00000E+00,0.00000E+00,1,P1
1,8304,,0,-4.08620E+01,2.77824E+01,2.03454E-01,2.77816E+01,0.00000E+00,0.00000E+00,1,P1
1,8404,,0,-4.08120E+01,2.77818E+01,2.03526E-01,2.77811E+01,0.00000E+00,0.00000E+00,1,P1
1,8504,,0,-4.07620E+01,2.77812E+01,2.03597E-01,2.77805E+01,0.00000E+00,0.00000E+00,1,P1
1,8604,,0,-4.07121E+01,2.77806E+01,2.03668E-01,2.77799E+01,0.00000E+00,0.00000E+00,1,P1
1,8704,,0,-4.06621E+01,2.77800E+01,2.03739E-01,2.77793E+01,0.00000E+00,0.00000E+00,1,P1
1,8804,,0,-4.06121E+01,2.77795E+01,2.03810E-01,2.77787E+01,0.00000E+00,0.00000E+00,1,P1
1,8904,,0,-4.05621E+01,2.77789E+01,2.03880E-01,2.77781E+01,0.00000E+00,0.00000E+00,2,P1
1,9004,,0,-4.05121E+01,2.77783E+01,2.03950E-01,2.77775E+01,0.00000E+00,0.00000E+00,2,P1
1,9104,,0,-4.04621E+01,2.77777E+01,2.04020E-01,2.77769E+01,0.00000E+00,0.00000E+00,2,P1
1,9204,,0,-4.04121E+01,2.77771E+01,2.04089E-01,2.77764E+01,0.00000E+00,0.00000E+00,2,P1
1,9304,,0,-4.03621E+01,2.77765E+01,2.04158E-01,2.77758E+01,0.00000E+00,0.00000E+00,2,P1
1,9404,,0,-4.03121E+01,2.77759E+01,2.04227E-01,2.77752E+01,0.00000E+00,0.00000E+00,2,P1
1,9504,,0,-4.02621E+01,2.77753E+01,2.04295E-01,2.77746E+01,0.00000E+00,0.00000E+00,2,P1
1,9604,,0,-4.02121E+01,2.77748E+01,2.04363E-01,2.77740E+01,0.00000E+00,0.00000E+00,2,P1
1,9704,,0,-4.01621E+01,2.77742E+01,2.04431E-01,2.77734E+01,0.00000E+00,0.00000E+00,2,P1
1,9804,,0,-4.01121E+01,2.77736E+01,2.04498E-01,2.77728E+01,0.00000E+00,0.00000E+00,2,P1
1,9904,,0,-4.00621E+01,2.77730E+01,2.04565E-01,2.77723E+01,0.00000E+00,0.00000E+00,2,P1
1,5,,0,-4.00121E+01,2.77724E+01,2.04632E-01,2.77717E+01,0.00000E+00,0.00000E+00,2,P1
1,105,,0,-3.99621E+01,2.77718E+01,2.04699E-01,2.77711E+01,0.00000E+00,0.00000E+00,2,P1
1,205,,0,-3.99121E+01,2.77713E+01,2.04765E-01,2.77705E+01,0.00000E+00,0.00000E+00,2,P1
1,305,,0,-3.98621E+01,2.77707E+01,2.04830E-01,2.77699E+01,0.00000E+00,0.00000E+00,2,P1
1,405,,0,-3.98121E+01,2.77701E+01,2.04896E-01,2.77693E+01,0.00000E+00,0.00000E+00,2,P1
1,505,,0,-3.97621E+01,2.77695E+01,2.04961E-01,2.77688E+01,0.00000E+00,0.00000E+00,2,P1
1,605,,0,-3.97121E+01,2.77689E+01,2.05026E-01,2.77682E+01,0.00000E+00,0.00000E+00,2,P1
1,705,,0,-3.96621E+01,2.77683E+01,2.05090E-01,2.77676E+01,0.00000E+00,0.00000E+00,2,P1
1,805,,0,-3.96121E+01,2.77678E+01,2.05154E-01,2.77670E+01,0.00000E+00,0.00000E+00,2,P1
1,905,,0,-3.95621E+01,2.77672E+01,2.05218E-01,2.77664E+01,0.00000E+00,0.00000E+00,2,P1
1,1005,,0,-3.95121E+01,2.77666E+01,2.05282E-01,2.77659E+01,0.00000E+00,0.00000E+00,2,P1
1,1105,,0,-3.94621E+01,2.77660E+01,2.05345E-01,2.77653E+01,0.00000E+00,0.00000E+00,2,P1
1,1205,,0,-3.94121E+01,2.77655E+01,2.05408E-01,2.77647E+01,0.00000E+00,0.00000E+00,2,P1
1,1305,,0,-3.93621E+01,2.77649E+01,2.05470E-01,2.77641E+01,0.00000E+00,0.00000E+00,2,P1
1,1405,,0,-3.93121E+01,2.77643E+01,2.05533E-01,2.77636E+01,0.00000E+00,0.00000E+00,2,P1
1,1505,,0,-3.92622E+01,2.77637E+01,2.05594E-01,2.77630E+01,0.00000E+00,0.00000E+00,2,P1
1,1605,,0,-3.92122E+01,2.77632E+01,2.05656E-01,2.77624E+01,0.00000E+00,0.00000E+00,2,P1
1,1705,,0,-3.91622E+01,2.77626E+01,2.05717E-01,2.77618E+01,0.00000E+00,0.00000E+00,2,P1
1,1805,,0,-3.91122E+01,2.77620E+01,2.05778E-01,2.77613E+01,0.00000E+00,0.00000E+00,2,P1
1,1905,,0,-3.90622E+01,2.77615E+01,2.05839E-01,2.77607E+01,0.00000E+00,0.00000E+00,2,P1
1,2005,,0,-3.90122E+01,2.77609E+01,2.05899E-01,2.77601E+01,0.00000E+00,0.00000E+00,2,P1
1,2105,,0,-3.89622E+01,2.77603E+01,2.05959E-01,2.77596E+01,0.00000E+00,0.00000E+00,2,P1
1,2205,,0,-3.89122E+01,2.77598E+01,2.06019E-01,2.77590E+01,0.00000E+00,0.00000E+00,2,P1
1,2305,,0,-3.88622E+01,2.77592E+01,2.06078E-01,2.77584E+01,0.00000E+00,0.00000E+00,2,P1
1,2405,,0,-3.88122E+01,2.77586E+01,2.06137E-01,2.77579E+01,0.00000E+00,0.00000E+00,2,P1
1,2505,,0,-3.87622E+01,2.77581E+01,2.06195E-01,2.77573E+01,0.00000E+00,0.00000E+00,2,P1
1,2605,,0,-3.87122E+01,2.77575E+01,2.06254E-01,2.77567E+01,0.00000E+00,0.00000E+00,2,P1
1,2705,,0,-3.86622E+01,2.77570E+01,2.06312E-01,2.77562E+01,0.00000E+00,0.00000E+00,2,P1
1,2805,,0,-3.86122E+01,2.77564E+01,2.06369E-01,2.77556E+01,0.00000E+00,0.00000E+00,2,P1
1,2905,,0,-3.85622E+01,2.77558E+01,2.06427E-01,2.77551E+01,0.00000E+00,0.00000E+00,2,P1
1,3005,,0,-3.85122E+01,2.77553E+01,2.06484E-01,2.77545E+01,0.00000E+00,0.00000E+00,2,P1
1,3105,,0,-3.84622E+01,2.77547E+01,2.06540E-01,2.77540E+01,0.00000E+00,0.00000E+00,2,P1
1,3205,,0,-3.84122E+01,2.77542E+01,2.06597E-01,2.77534E+01,0.00000E+00,0.00000E+00,2,P1
1,3305,,0,-3.83622E+01,2.77536E+01,2.06653E-01,2.77529E+01,0.00000E+00,0.00000E+00,2,P1
1,3405,,0,-3.83122E+01,2.77531E+01,2.06709E-01,2.77523E+01,0.00000E+00,0.00000E+00,2,P1
1,3505,,0,-3.82622E+01,2.77525E+01,2.06764E-01,2.77518E+01,0.00000E+00,0.00000E+00,2,P1
1,3605,,0,-3.82122E+01,2.77520E+01,2.06819E-01,2.77512E+01,0.00000E+00,0.00000E+00,2,P1
1,3705,,0,-3.81622E+01,2.77515E+01,2.06874E-01,2.77507E+01,0.00000E+00,0.00000E+00,2,P1
1,3805,,0,-3.81122E+01,2.77509E+01,2.06928E-01,2.77501E+01,0.00000E+00,0.00000E+00,2,P1
1,3905,,0,-3.80622E+01,2.77504E+01,2.06982E-01,2.77496E+01,0.00000E+00,0.00000E+00,2,P1
1,4005,,0,-3.80122E+01,2.77498E+01,2.07036E-01,2.77491E+01,0.00000E+00,0.00000E+00,2,P1
1,4105,,0,-3.79622E+01,2.77493E+01,2.07089E-01,2.77485E+01,0.00000E+00,0.00000E+00,2,P1
1,4205,,0,-3.79122E+01,2.77488E+01,2.07142E-01,2.77480E+01,0.00000E+00,0.00000E+00,2,P1
1,4305,,0,-3.78622E+01,2.77482E+01,2.07195E-01,2.77475E+01,0.00000E+00,0.00000E+00,2,P1
1,4405,,0,-3.78122E+01,2.77477E+01,2.07248E-01,2.77469E+01,0.00000E+00,0.00000E+00,2,P1
1,4505,,0,-3.77622E+01,2.77472E+01,2.07300E-01,2.77464E+01,0.00000E+00,0.00000E+00,2,P1
