P,L2-NORM,MAX C_in,MAX C_SR,MAX y,PERIOD,point_type,system_id
0.72242844537,7.5689407161,0.27659176713,7.5562521801,0.33972569639,1.924259006,,P1
0.72244057091,7.5688701101,0.27684303771,7.5575722627,0.33977412847,1.9242518445,,P1
0.72244237422,7.5688536375,0.27734402803,7.560341648,0.33987175621,1.9242543124,,P1
0.72245181517,7.5687689225,0.27834346786,7.5658117503,0.34006447872,1.924266329,,P1
0.72249295323,7.5683986937,0.28033909749,7.5765230054,0.34044127162,1.9243193436,,P1
0.72266387886,7.5668599133,0.28431171432,7.5970022268,0.34115941288,1.9245402675,,P1
0.72313377409,7.5626256015,0.29019416187,7.6252689703,0.3421450335,1.9251524236,,P1
0.72427053752,7.5523549154,0.2987571404,7.66208586,0.34341503114,1.9266639783,,P1
0.72673335259,7.5299384191,0.31086254678,7.7057594358,0.34488322765,1.9301028992,,P1
0.7314161201,7.4863330633,0.32738514662,7.7513913883,0.34629201051,1.9374268229,,P1
0.7375189599,7.4251777684,0.34582393465,7.7883983827,0.34710798069,1.9496035214,,P1
0.74223674069,7.3637486594,0.36334692688,7.8189694321,0.34720571495,1.9658656927,,P1
0.7404248194,7.3156189564,0.38190948038,7.8681679428,0.34660777626,1.9905688519,,P1
0.736024412,7.3140641187,0.38712345405,7.8946721201,0.34628866161,2.0002720862,,P1
0.72253873014,7.3399175301,0.39340168262,7.956558206,0.34576672349,2.0172080196,,P1
0.70999616694,7.3775769065,0.39556851785,8.0090066228,0.34552138876,2.0282805845,,P1
0.69985589758,7.4131402686,0.39627447594,8.051237535,0.34542032622,2.036073544,,P1
0.68605317016,7.4671347149,0.39636854408,8.1099796573,0.34538647122,2.045947434,,P1
0.66739553659,7.5489701934,0.39551067489,8.1933368124,0.34549576867,2.0588256312,,P1
0.64756970627,7.6464090274,0.39380324388,8.2885164014,0.34578067645,2.0725935328,,P1
0.62960638784,7.7440904541,0.39176622885,8.3818727187,0.34617769548,2.085480583,,P1
0.61312435381,7.8419614409,0.38958306293,8.4743757636,0.34665483713,2.0978015487,,P1
0.59787719608,7.9399954333,0.38733641246,8.5665147532,0.34719288307,2.1096930322,,P1
0.58368920431,8.0381708907,0.3850730312,8.6585420607,0.34777850661,2.1212189228,,P1
0.57042648038,8.1364707523,0.3828187354,8.7506081758,0.34840175491,2.1324104418,,P1
0.55798255941,8.2348810696,0.38058257385,8.8427845395,0.349056409,2.143283219,,P1
0.54627025714,8.3333901343,0.37837087031,8.9351127239,0.34973639871,2.1538453257,,P1
0.53521662557,8.4319879425,0.37619207928,9.0276224952,0.35043729142,2.1641012894,,P1
0.52475962344,8.5306658448,0.37404444301,9.1203214036,0.35115539394,2.1740541757,,P1
0.51484580617,8.6294162992,0.37192686741,9.2132108871,0.35188781152,2.1837066829,,P1
0.50542865831,8.7282326884,0.3698462069,9.3062992373,0.35263253404,2.1930617118,,P1
0.49646735054,8.8271091759,0.36779433425,9.3995642428,0.35338658347,2.202122648,,P1
0.48792578877,8.926040592,0.36577284675,9.4929999757,0.35414860388,2.210893484,,P1
0.47977187045,9.0250223398,0.36377863729,9.5866191914,0.35491707548,2.219378852,,P1
0.47197689246,9.1240503179,0.36181732107,9.6803884342,0.35569071845,2.2275840065,,P1
